transaction_id,date,store,category,unit_price,quantity,customer_age,payment_method,returns
TXN121796,2024-06-29,Store_B_Abuja,Beauty,6196.47,12,34.0,transfer,Sales
TXN110158,2023-09-15,Store_C_PortHarcourt,Home_Goods,11371.47,7,35.0,transfer,Sales
TXN116241,2024-02-12,Store_D_Kano,Beauty,4541.39,12,18.0,cash,Sales
TXN104575,2023-04-26,Store_A_Lagos,Electronics,44359.2,4,55.0,card,Sales
TXN101535,2023-02-10,Store_D_Kano,Home_Goods,12116.0,10,34.0,cash,Sales
TXN107970,2023-07-21,Store_C_PortHarcourt,Home_Goods,12174.33,4,69.0,transfer,Sales
TXN103104,2023-03-20,Store_A_Lagos,Beauty,3839.21,2,50.0,transfer,Sales
TXN107109,2023-06-28,Store_E_Ibadan,Groceries,2259.57,9,51.0,cash,Sales
TXN120129,2024-05-18,Store_A_Lagos,Apparel,10262.58,-3,39.0,cash,Return
TXN115472,2024-01-24,Store_E_Ibadan,Home_Goods,12791.39,12,67.0,cash,Sales
TXN115929,2024-02-04,Store_E_Ibadan,Beauty,5758.5,10,22.0,cash,Sales
TXN116452,2024-02-17,Store_D_Kano,Apparel,10220.2,8,59.0,cash,Sales
TXN116641,2024-02-22,Store_B_Abuja,Electronics,44192.68,4,32.0,transfer,Sales
TXN115109,2024-01-16,Store_A_Lagos,Home_Goods,10203.09,2,38.0,card,Sales
TXN106030,2023-06-02,Store_D_Kano,Home_Goods,11224.44,11,20.0,cash,Sales
TXN115577,2024-01-27,Store_B_Abuja,Electronics,62360.76,6,41.0,cash,Sales
TXN111374,2023-10-16,Store_B_Abuja,Home_Goods,11149.78,2,21.0,card,Sales
TXN103763,2023-04-05,Store_D_Kano,Home_Goods,11361.61,6,63.0,card,Sales
TXN124252,2024-08-28,Store_D_Kano,Groceries,2126.67,12,28.0,transfer,Sales
TXN106473,2023-06-13,Store_B_Abuja,Apparel,8495.26,10,42.0,cash,Sales
TXN128578,2024-12-12,Store_B_Abuja,Electronics,54762.21,11,34.0,cash,Sales
TXN110567,2023-09-26,Store_B_Abuja,Groceries,2167.8,9,47.0,card,Sales
TXN100466,2023-01-13,Store_B_Abuja,Home_Goods,11181.45,4,43.0,transfer,Sales
TXN125422,2024-09-25,Store_B_Abuja,Groceries,2843.14,10,25.0,cash,Sales
TXN123366,2024-08-07,Store_B_Abuja,Electronics,41015.51,2,40.0,cash,Sales
TXN117619,2024-03-17,Store_B_Abuja,Electronics,66541.41,6,63.0,cash,Sales
TXN114190,2023-12-24,Store_B_Abuja,Apparel,15081.61,7,64.0,transfer,Sales
TXN125317,2024-09-22,Store_D_Kano,Groceries,3477.07,7,35.0,card,Sales
TXN101417,2023-02-07,Store_A_Lagos,Apparel,6812.34,3,43.0,cash,Sales
TXN103310,2023-03-25,Store_B_Abuja,Electronics,64866.94,13,26.0,cash,Sales
TXN118420,2024-04-06,Store_B_Abuja,Electronics,66310.61,7,62.0,cash,Sales
TXN122313,2024-07-13,Store_B_Abuja,Groceries,2857.38,14,40.0,cash,Sales
TXN103312,2023-03-25,Store_B_Abuja,Electronics,52018.75,5,59.0,cash,Sales
TXN125934,2024-10-07,Store_C_PortHarcourt,Beauty,4825.78,10,51.0,cash,Sales
TXN124022,2024-08-23,Store_A_Lagos,Electronics,38988.37,5,48.0,transfer,Sales
TXN114459,2023-12-31,Store_A_Lagos,Home_Goods,24634.48,13,24.0,card,Sales
TXN103916,2023-04-09,Store_C_PortHarcourt,Beauty,6148.06,13,25.0,card,Sales
TXN128143,2024-12-01,Store_C_PortHarcourt,Home_Goods,23682.21,4,32.0,card,Sales
TXN121396,2024-06-18,Store_E_Ibadan,Groceries,2868.21,2,28.0,card,Sales
TXN119383,2024-04-29,Store_B_Abuja,Electronics,51290.71,11,69.0,cash,Sales
TXN105208,2023-05-12,Store_C_PortHarcourt,Groceries,2346.09,6,49.0,card,Sales
TXN115185,2024-01-18,Store_B_Abuja,Electronics,42280.34,12,28.0,transfer,Sales
TXN111859,2023-10-27,Store_E_Ibadan,Beauty,4124.28,7,46.0,card,Sales
TXN121718,2024-06-27,Store_C_PortHarcourt,Home_Goods,13249.73,4,37.0,card,Sales
TXN114850,2024-01-09,Store_C_PortHarcourt,Electronics,51538.17,7,54.0,card,Sales
TXN124192,2024-08-27,Store_A_Lagos,Electronics,46514.46,6,37.0,transfer,Sales
TXN122282,2024-07-12,Store_C_PortHarcourt,Electronics,49622.45,4,41.0,cash,Sales
TXN125325,2024-09-22,Store_E_Ibadan,Beauty,5207.14,5,63.0,transfer,Sales
TXN103290,2023-03-24,Store_E_Ibadan,Groceries,2790.86,11,41.0,card,Sales
TXN119473,2024-05-01,Store_D_Kano,Groceries,2670.87,14,34.0,transfer,Sales
TXN115564,2024-01-26,Store_E_Ibadan,Home_Goods,12630.15,12,22.0,transfer,Sales
TXN127038,2024-11-04,Store_E_Ibadan,Electronics,49419.25,3,59.0,cash,Sales
TXN108203,2023-07-27,Store_B_Abuja,Beauty,4856.52,13,59.0,transfer,Sales
TXN104777,2023-04-30,Store_E_Ibadan,Beauty,5751.26,13,51.0,transfer,Sales
TXN110545,2023-09-25,Store_C_PortHarcourt,Apparel,8245.82,8,57.0,card,Sales
TXN112925,2023-11-23,Store_C_PortHarcourt,Apparel,9851.96,8,44.0,card,Sales
TXN106557,2023-06-15,Store_D_Kano,Apparel,8983.4,5,50.0,card,Sales
TXN128155,2024-12-01,Store_D_Kano,Groceries,4990.63,4,53.0,cash,Sales
TXN115867,2024-02-03,Store_B_Abuja,Beauty,6459.32,2,62.0,transfer,Sales
TXN126100,2024-10-11,Store_C_PortHarcourt,Electronics,41921.81,11,31.0,transfer,Sales
TXN116092,2024-02-09,Store_A_Lagos,Electronics,44877.5,11,68.0,card,Sales
TXN128408,2024-12-08,Store_A_Lagos,Electronics,82024.47,1,49.0,cash,Sales
TXN106688,2023-06-19,Store_A_Lagos,Electronics,40680.3,9,34.0,card,Sales
TXN115210,2024-01-18,Store_E_Ibadan,Groceries,2719.72,8,65.0,card,Sales
TXN126510,2024-10-22,Store_A_Lagos,Apparel,6976.68,5,50.0,cash,Sales
TXN107589,2023-07-10,Store_C_PortHarcourt,Apparel,7846.02,12,61.0,cash,Sales
TXN101386,2023-02-06,Store_B_Abuja,Home_Goods,12316.77,10,23.0,cash,Sales
TXN105123,2023-05-10,Store_B_Abuja,Groceries,2486.17,6,18.0,cash,Sales
TXN108424,2023-08-01,Store_C_PortHarcourt,Groceries,2165.65,12,46.0,transfer,Sales
TXN119991,2024-05-14,Store_E_Ibadan,Beauty,5139.67,3,65.0,cash,Sales
TXN125069,2024-09-16,Store_D_Kano,Groceries,2296.98,9,37.0,card,Sales
TXN111346,2023-10-15,Store_D_Kano,Groceries,3054.82,13,22.0,cash,Sales
TXN104828,2023-05-02,Store_A_Lagos,Home_Goods,13521.7,11,27.0,cash,Sales
TXN122128,2024-07-08,Store_A_Lagos,Apparel,7867.07,6,20.0,card,Sales
TXN119283,2024-04-27,Store_A_Lagos,Groceries,3442.39,8,44.0,transfer,Sales
TXN126208,2024-10-14,Store_B_Abuja,Beauty,5158.7,5,22.0,cash,Sales
TXN100778,2023-01-22,Store_A_Lagos,Beauty,5099.42,13,36.0,cash,Sales
TXN106444,2023-06-12,Store_C_PortHarcourt,Home_Goods,11622.21,1,55.0,cash,Sales
TXN118127,2024-03-29,Store_E_Ibadan,Groceries,2356.55,8,67.0,card,Sales
TXN120567,2024-05-29,Store_B_Abuja,Groceries,2459.43,2,64.0,cash,Sales
TXN108562,2023-08-05,Store_C_PortHarcourt,Home_Goods,13965.61,11,63.0,cash,Sales
TXN129286,2024-12-29,Store_E_Ibadan,Groceries,4374.84,2,29.0,cash,Sales
TXN110404,2023-09-22,Store_A_Lagos,Beauty,4773.4,12,23.0,card,Sales
TXN122730,2024-07-23,Store_C_PortHarcourt,Home_Goods,11198.43,-1,18.0,cash,Return
TXN125253,2024-09-21,Store_A_Lagos,Apparel,10899.74,7,49.0,transfer,Sales
TXN100174,2023-01-05,Store_D_Kano,Apparel,9023.81,10,34.0,cash,Sales
TXN117998,2024-03-26,Store_E_Ibadan,Groceries,2234.28,8,58.0,card,Sales
TXN106114,2023-06-04,Store_C_PortHarcourt,Beauty,5730.67,7,65.0,card,Sales
TXN105543,2023-05-20,Store_E_Ibadan,Apparel,11366.12,8,65.0,cash,Sales
TXN127021,2024-11-04,Store_B_Abuja,Electronics,55202.63,1,57.0,transfer,Sales
TXN106806,2023-06-21,Store_E_Ibadan,Beauty,4236.57,3,51.0,cash,Sales
TXN128271,2024-12-04,Store_E_Ibadan,Electronics,71796.93,12,28.0,card,Sales
TXN108695,2023-08-08,Store_B_Abuja,Electronics,40884.57,2,22.0,transfer,Sales
TXN120492,2024-05-27,Store_B_Abuja,Electronics,46115.73,14,36.0,card,Sales
TXN125691,2024-10-02,Store_B_Abuja,Home_Goods,11143.09,11,66.0,cash,Sales
TXN128619,2024-12-13,Store_B_Abuja,Beauty,6162.45,1,46.0,transfer,Sales
TXN104749,2023-04-30,Store_B_Abuja,Apparel,10365.05,8,67.0,transfer,Sales
TXN113524,2023-12-07,Store_B_Abuja,Beauty,6277.08,8,59.0,cash,Sales
TXN128146,2024-12-01,Store_D_Kano,Groceries,4691.55,5,31.0,card,Sales
TXN117929,2024-03-25,Store_A_Lagos,Electronics,39064.94,3,44.0,cash,Sales
TXN117866,2024-03-23,Store_B_Abuja,Electronics,62496.84,9,48.0,cash,Sales
TXN104770,2023-04-30,Store_D_Kano,Beauty,6281.89,13,26.0,card,Sales
TXN108013,2023-07-22,Store_C_PortHarcourt,Beauty,5276.24,5,42.0,cash,Sales
TXN112617,2023-11-16,Store_A_Lagos,Apparel,9425.14,8,36.0,cash,Sales
TXN100308,2023-01-09,Store_B_Abuja,Electronics,45917.26,10,24.0,card,Sales
TXN120082,2024-05-16,Store_E_Ibadan,Home_Goods,13285.88,12,67.0,transfer,Sales
TXN127115,2024-11-06,Store_D_Kano,Apparel,9010.31,14,60.0,transfer,Sales
TXN121170,2024-06-13,Store_C_PortHarcourt,Electronics,50680.02,4,53.0,cash,Sales
TXN103675,2023-04-03,Store_B_Abuja,Home_Goods,11644.81,9,22.0,cash,Sales
TXN119052,2024-04-20,Store_E_Ibadan,Apparel,11152.43,4,18.0,cash,Sales
TXN122125,2024-07-08,Store_A_Lagos,Apparel,7615.26,2,20.0,cash,Sales
TXN112830,2023-11-20,Store_E_Ibadan,Home_Goods,12912.27,12,36.0,card,Sales
TXN103314,2023-03-25,Store_C_PortHarcourt,Home_Goods,14036.85,6,20.0,cash,Sales
TXN125585,2024-09-29,Store_D_Kano,Home_Goods,16119.48,11,22.0,card,Sales
TXN101306,2023-02-03,Store_E_Ibadan,Groceries,2840.92,9,27.0,transfer,Sales
TXN108437,2023-08-01,Store_D_Kano,Beauty,4466.94,10,39.0,card,Sales
TXN100047,2023-01-02,Store_C_PortHarcourt,Electronics,43634.13,1,26.0,card,Sales
TXN104595,2023-04-26,Store_C_PortHarcourt,Beauty,4845.08,8,43.0,cash,Sales
TXN124248,2024-08-28,Store_C_PortHarcourt,Apparel,7439.46,13,55.0,card,Sales
TXN114917,2024-01-11,Store_A_Lagos,Beauty,3951.06,8,29.0,cash,Sales
TXN117615,2024-03-17,Store_A_Lagos,Electronics,57831.99,9,33.0,card,Sales
TXN105437,2023-05-18,Store_A_Lagos,Groceries,2676.81,14,38.0,card,Sales
TXN123026,2024-07-30,Store_D_Kano,Home_Goods,13443.67,6,56.0,card,Sales
TXN113343,2023-12-03,Store_A_Lagos,Apparel,15452.52,6,47.0,transfer,Sales
TXN107027,2023-06-27,Store_A_Lagos,Groceries,2613.74,13,41.0,transfer,Sales
TXN121392,2024-06-18,Store_E_Ibadan,Electronics,40595.08,10,28.0,card,Sales
TXN112333,2023-11-09,Store_C_PortHarcourt,Electronics,44989.7,5,37.0,cash,Sales
TXN106772,2023-06-21,Store_A_Lagos,Home_Goods,12880.44,7,55.0,transfer,Sales
TXN117624,2024-03-17,Store_B_Abuja,Beauty,5713.27,7,51.0,card,Sales
TXN108674,2023-08-07,Store_D_Kano,Electronics,50198.44,5,32.0,cash,Sales
TXN128071,2024-11-29,Store_C_PortHarcourt,Groceries,3187.31,10,18.0,card,Sales
TXN114839,2024-01-09,Store_B_Abuja,Groceries,2336.79,8,47.0,transfer,Sales
TXN102132,2023-02-25,Store_A_Lagos,Electronics,61611.63,14,60.0,cash,Sales
TXN113445,2023-12-05,Store_C_PortHarcourt,Home_Goods,18061.45,7,69.0,transfer,Sales
TXN110775,2023-10-01,Store_B_Abuja,Groceries,2777.72,5,59.0,card,Sales
TXN115318,2024-01-21,Store_B_Abuja,Beauty,5628.92,2,18.0,cash,Sales
TXN110058,2023-09-13,Store_B_Abuja,Electronics,39161.2,2,59.0,cash,Sales
TXN103457,2023-03-29,Store_A_Lagos,Apparel,8915.71,7,64.0,card,Sales
TXN105020,2023-05-07,Store_C_PortHarcourt,Apparel,11907.01,4,59.0,card,Sales
TXN110597,2023-09-27,Store_A_Lagos,Electronics,42349.84,8,19.0,card,Sales
TXN127421,2024-11-14,Store_B_Abuja,Apparel,10415.53,14,65.0,cash,Sales
TXN112572,2023-11-14,Store_E_Ibadan,Apparel,10113.43,14,56.0,card,Sales
TXN100396,2023-01-11,Store_C_PortHarcourt,Beauty,4669.16,4,64.0,cash,Sales
TXN106134,2023-06-05,Store_A_Lagos,Home_Goods,11304.11,3,56.0,card,Sales
TXN126555,2024-10-23,Store_C_PortHarcourt,Groceries,2195.04,9,46.0,cash,Sales
TXN109923,2023-09-10,Store_A_Lagos,Apparel,9627.83,14,65.0,cash,Sales
TXN105054,2023-05-08,Store_B_Abuja,Groceries,2766.82,8,54.0,card,Sales
TXN107701,2023-07-13,Store_E_Ibadan,Groceries,2377.66,12,69.0,card,Sales
TXN102233,2023-02-27,Store_B_Abuja,Apparel,8294.12,9,47.0,cash,Sales
TXN112792,2023-11-20,Store_A_Lagos,Electronics,58668.49,8,52.0,cash,Sales
TXN101120,2023-01-30,Store_D_Kano,Electronics,43376.65,8,59.0,cash,Sales
TXN111430,2023-10-17,Store_D_Kano,Groceries,2492.54,6,62.0,card,Sales
TXN104733,2023-04-29,Store_E_Ibadan,Home_Goods,14924.62,2,55.0,transfer,Sales
TXN123179,2024-08-02,Store_E_Ibadan,Beauty,4405.01,14,38.0,cash,Sales
TXN119064,2024-04-21,Store_B_Abuja,Beauty,5793.52,2,28.0,card,Sales
TXN110625,2023-09-27,Store_E_Ibadan,Groceries,2825.55,8,20.0,card,Sales
TXN100302,2023-01-09,Store_A_Lagos,Apparel,8737.83,1,34.0,card,Sales
TXN115241,2024-01-19,Store_D_Kano,Home_Goods,11611.97,10,66.0,cash,Sales
TXN120642,2024-05-31,Store_A_Lagos,Electronics,44526.31,13,42.0,transfer,Sales
TXN103618,2023-04-02,Store_A_Lagos,Beauty,6408.46,1,53.0,card,Sales
TXN114393,2023-12-29,Store_B_Abuja,Groceries,3442.0,14,24.0,transfer,Sales
TXN121625,2024-06-24,Store_E_Ibadan,Groceries,2593.61,3,68.0,cash,Sales
TXN115527,2024-01-26,Store_B_Abuja,Apparel,8755.05,3,27.0,card,Sales
TXN122499,2024-07-17,Store_E_Ibadan,Beauty,3841.3,6,28.0,cash,Sales
TXN119782,2024-05-09,Store_E_Ibadan,Apparel,9106.29,12,51.0,transfer,Sales
TXN114828,2024-01-08,Store_E_Ibadan,Electronics,48180.57,12,21.0,cash,Sales
TXN117287,2024-03-08,Store_C_PortHarcourt,Groceries,2436.18,1,22.0,transfer,Sales
TXN111136,2023-10-10,Store_C_PortHarcourt,Home_Goods,10740.95,10,66.0,card,Sales
TXN122259,2024-07-11,Store_E_Ibadan,Groceries,2477.04,7,51.0,cash,Sales
TXN101930,2023-02-20,Store_C_PortHarcourt,Electronics,43133.87,14,69.0,cash,Sales
TXN113888,2023-12-16,Store_E_Ibadan,Groceries,5036.2,8,49.0,cash,Sales
TXN110417,2023-09-22,Store_B_Abuja,Electronics,46277.72,2,40.0,cash,Sales
TXN113712,2023-12-12,Store_B_Abuja,Groceries,3704.16,6,44.0,cash,Sales
TXN106744,2023-06-20,Store_C_PortHarcourt,Apparel,6917.33,14,20.0,transfer,Sales
TXN116639,2024-02-22,Store_B_Abuja,Home_Goods,13174.51,14,57.0,card,Sales
TXN116068,2024-02-08,Store_B_Abuja,Beauty,4355.6,12,49.0,cash,Sales
TXN101940,2023-02-20,Store_C_PortHarcourt,Home_Goods,12781.85,6,53.0,card,Sales
TXN111240,2023-10-13,Store_A_Lagos,Home_Goods,10371.4,11,20.0,cash,Sales
TXN103735,2023-04-04,Store_E_Ibadan,Groceries,2535.43,12,63.0,transfer,Sales
TXN123716,2024-08-16,Store_A_Lagos,Groceries,2605.81,11,67.0,transfer,Sales
TXN112870,2023-11-22,Store_A_Lagos,Beauty,5729.57,12,63.0,transfer,Sales
TXN122646,2024-07-21,Store_B_Abuja,Beauty,5791.02,9,59.0,cash,Sales
TXN117726,2024-03-19,Store_D_Kano,Electronics,43388.05,14,22.0,card,Sales
TXN116119,2024-02-09,Store_C_PortHarcourt,Electronics,50761.57,4,63.0,card,Sales
TXN105196,2023-05-12,Store_A_Lagos,Groceries,2301.96,8,20.0,card,Sales
TXN123659,2024-08-14,Store_D_Kano,Electronics,38518.56,4,21.0,cash,Sales
TXN119122,2024-04-22,Store_E_Ibadan,Beauty,5062.02,4,39.0,transfer,Sales
TXN121020,2024-06-09,Store_E_Ibadan,Home_Goods,13429.78,1,67.0,card,Sales
TXN114296,2023-12-26,Store_E_Ibadan,Beauty,6091.01,8,47.0,cash,Sales
TXN113115,2023-11-27,Store_C_PortHarcourt,Apparel,9303.91,1,26.0,card,Sales
TXN100814,2023-01-23,Store_A_Lagos,Apparel,8437.27,6,18.0,cash,Sales
TXN118198,2024-03-31,Store_D_Kano,Beauty,6654.31,13,54.0,transfer,Sales
TXN106617,2023-06-17,Store_A_Lagos,Beauty,5337.55,6,68.0,card,Sales
TXN105329,2023-05-15,Store_C_PortHarcourt,Electronics,38855.96,13,66.0,card,Sales
TXN111017,2023-10-07,Store_C_PortHarcourt,Electronics,62641.93,7,62.0,cash,Sales
TXN123377,2024-08-07,Store_D_Kano,Groceries,2491.71,14,57.0,cash,Sales
TXN126596,2024-10-24,Store_C_PortHarcourt,Apparel,6947.26,9,25.0,cash,Sales
TXN108108,2023-07-24,Store_E_Ibadan,Groceries,2397.87,8,51.0,transfer,Sales
TXN102957,2023-03-16,Store_E_Ibadan,Groceries,2311.97,10,32.0,transfer,Sales
TXN124318,2024-08-30,Store_A_Lagos,Apparel,8080.3,3,34.0,cash,Sales
TXN112813,2023-11-20,Store_C_PortHarcourt,Groceries,3074.9,7,61.0,cash,Sales
TXN112329,2023-11-09,Store_A_Lagos,Electronics,49879.27,2,28.0,card,Sales
TXN105019,2023-05-07,Store_C_PortHarcourt,Home_Goods,17748.16,8,47.0,cash,Sales
TXN116396,2024-02-16,Store_B_Abuja,Apparel,8691.56,6,53.0,card,Sales
